Name,Total_Reviews,Review_text,Reviewer,Rating
Pho Friendly 18,40,love this place had our first lunch after the lifting of the lockdown it was my first time here so happy my friend suggested this place it was delicious loved their spring rolls they were the real authentic ones wrapped in rice paper crunchy and bubbly crispy just the way i like it  the only thing missing was lettuce to wrap the rolls in the spring roll came with a bit of vermicelli and pickled carrots and radish had a small pho with rare beef tendons and beef balls the tendons were soooo good perfect tenderness everything was delicious cant wait to go back and try everything else if i werent so far from this place id go all the time,Maggie Y.,4
Kathmandu Restaurant,68, of my children were likely conceived in the mens bathroom of kathmandu  this food is really nice it puts one in the mood for bathroom love with the scent of urinal pucks filling ones nostrils are you stupid are you papadumfood is made with pride here they always cook the rice well and crush the naan unreal thali great  interesting flavour across dishes are you pregnant yetnepali pauly d signing outedit may be a rd pregnancy on account of paneer butter masala medium they even gave me a rice to improve lactation the paneer is cooked beyond perfectly and the saucy has tang spice and fresh robustness fuck me up this one might be twins,Cal R.,5
Kathmandu Restaurant,68,the thali sets biryani and naan are pretty good they have a variety of biryani available from vegetarian to shrimps and kashmari pulaff basmati rice cooked with dried fruits the vegetarian thali contains  vegetable curries for the day daal basmati rice naan bread and dessert the daal is flavourful without being overly watery service is quick and efficient,Sel Z.,3
Kathmandu Restaurant,68,went for the winterlicious menu and was quite disappointed we ordered for appetizers the chicken and veggie momas they came out after  hour wait hot but the fried were greasy and the steamed were also oily and no flavor for the mains i ordered the shrimp and the others had the paneer all orders came to the table cold surprisingly as they are done in a tandoori oven there were only  tables occupied in the place but the staff were more interested in the skip and uber orders selection for the price was poor,Bradley B.,2
Kathmandu Restaurant,68,good food and service ambiance is relaxing started with momos and had butter chicken aloo gobi  naan for mains will definitely recommend others to visit,Patio B.,5
Kathmandu Restaurant,68,delicious food great serving sizes very filling and the service was quick and professional some of the best indian food ive ever had one thing id change is the fact that you have to pay for rice on the side but other then that everything was fairly priced and amazing  recommend for dinner,Riley p.,5
Kathmandu Restaurant,68,came here for lunch with a few coworkers the friday before christmas kathmandu has a wide variety of alacarte dishes they offer  for those who arent so sure they do have a lunch buffet thats reasonable and quite popular among its patrons   our group however decided to go with the alacarte heres the breakdownlamb korma this was a delightful dish the gravy saved this dish as it went well with the tender pieces of lambmomos dumplings  ive had better outer skin was too thick was probably frozenchili chicken pretty good but again not really hakka style as ive been to one too many of them to know if its hakka stylebasmati rice great no issuesnaan same no issuesoverall the place was okay however next time i may try their buffet as it seemed to be the popular choice,Phillip S.,3
Kathmandu Restaurant,68, small pakoras  small onion bhajis  small samosa   before taxthe star is for the taste,Vidya D.,5
Kathmandu Restaurant,68,im always looking to try something different so i was intrigued when i saw that kathmandu offered himalayannepalese cuisine from what ive read and what my server told me its a blend of indian and tibetan influences i havent had that before and the buffet meant i got to try several different thingsthey offer a small buffet not too many choices there were some popular indian dishes including butter chicken goat curry chick peas basmati rice and naan im not sure im seeing the tibetan influences the butter chicken was a little sweeter than im used to is that the nepalese style the food tasted good but i felt like i missed something,Chris C.,3
Kathmandu Restaurant,68,great indian buffet with a ton of vegetarian options and freshly baked naan across from yongebloor station and has superb staffs,Phuong P.,5
Kathmandu Restaurant,68,great indian restaurant located close to yonge and bloor i have been here many times and the food is always really good and fresh the restaurant is not that big but they have plenty of dishes for their lunch buffet they usually have few meat dishes and about four veggie curries plus salad bar in the winter time they also have masala chai included in the lunch buffet i especially like their saag paneer and chana masala but also their veggie and zucchini dishes are so good the employees are very friendly too they recently raised their prices a bit but i think its still worth the price will be coming soon again,Sanita M.,5
EAT BKK Thai Kitchen & Bar,293,my favorite thai restaurant i am a repeat customer and reviewerthis is maybe my rd review because i tried different dishtook a friend to try this place he has hard time finding authentic one and dont want to go all the way to downtownlucky for me a branch is open within min walk from my place so excitedso we went to the newly opened location still less than a monthorderedpadthai it never dissapoint it hit the spot it has nice tamarind flavor with subtle sweetness from palm sugarauthentic recipevery generous servingsqueeze lime to brighten up flavor tomyum noodlewowi like the type of noodle being used which happen to be my favorite type just dont know what is it calledbroth is on pointgenerous serving and beeftaste is real usually i eat tomyum instant noodlelol fried pork jowlthis is new menu the day we came was the nd day they try out this dishwowthats very refreshing and unique crispy and juicy pork jowlpoured in some sort of pickled salsa so it has bit of nice pickled juice on it toofor every jowl i eat i drink the pickled juicebite the salsathat was really good refreshingnot picklish overpoweringsuch a good balance after eating bit stronger flavor from padthai tamarind and tomyumin the past every thai restaurants i go to the pork jowl is served as iswith spicy chili thai on the sideso that pickledjuice poured over it is such a game changerand much better than typical spicy chili thaifriend now knows where to find legit thai food to reminisce good time in thailandoverall consistent quality and service definitely will be back and i already know exactly what i want to order next lol,Ivon W.,5
EAT BKK Thai Kitchen & Bar,293,a new location opened up in thornhill on disera drive near the promenade mall when we went they were a week into their opening we were told they were still working on the menu and were provided with qr codes to access the menu they did have to offergood choice of your standards all thai food items from your curries to rice and noodles we ordered a red curry with chicken pad see eww with beef and the soft shell crab fried rice on the night we went they also had a special on buy one get one free thai ice teafood is good and flavourful leaning slightly towards almost too salty the tea was too sweet service was goodknowledgeable and attentivegood option in this little area where there is a selection of eateries,Amy Y.,4
EAT BKK Thai Kitchen & Bar,293,thai food is always my goto  ive been in love with eat bkk since the panderoni when im craving for noodles during covid i love how their portions are huge and still tasty usually big portions tend to be a little flavourless but this hits all the spots heres the pad see ew  pad thai  we had to take it home like half of it if youre wondering how huge the portion is food service ambiance ,Angeline T.,5
EAT BKK Thai Kitchen & Bar,293,im giving it a star rating instead of  because of its milk tea which was too sweet and overpowered the tea flavor the green curry was also a little too sweet for my taste but my friends enjoyed it a lot my favorites were the tom yum and pad thai i was glad that the tom yum was spicy and sour enough to satisfy my craving for authentic thai food i was pleasantly surprised when they gave us a  discount for paying in cash the total bill came to  cadperson including tax it was definitely worth it,Luisa T.,3
EAT BKK Thai Kitchen & Bar,293,this is my most favourite takeout in north york area every time im lazy to cook or returning late from somewhere i grab my food from here price taste portions and speedeverything is awesome this time i tried vegetarian islamic noodles as usual the taste was phenomenal however i found islamic noodles tad too heavy for my liking with all that peanut gravy maybe its better when shared along with some other thing to break its richness my favourites on menu continue to be pad thai and khao soi my husband really liked his pad kaprao kai dow which is ricebased dish its nongravy item but sufficiently moist that you enjoy the flavoursfollow me mygourmetaffair on ig for more such reccos,Neha G.,5
EAT BKK Thai Kitchen & Bar,293,love their food i order every time im in toronto i recommend their food i usually do pick up,Rosesarered M.,5
EAT BKK Thai Kitchen & Bar,293,growing up in jamaica thai food was virtually nonexistent even during my early years in toronto my exposure to thai food was found mostly in food courts it wasnt until the last few years that i have discovered authentic thai cuisine through foodie friends now theres no turning backa recent outing to bkk thai at yonge and steeles had us enjoying authentic thai food with some modern twists every bite was a treat and the flavours appealed to my sensesour delicious meal started with some special dishes made and served from a street food cart inside the restaurant these limited specials are available only from fridays to sundays and include kanom tuay  steamed coconut milk pudding saku sai kai  tapioca pearls stuffed with chicken thai boat noodles with beefmain dishes included  seafood tom yum hot pot  pad ka prao with minced pork  pepper garlic soft shelled crab  soft shell crab khao soi  morning glory fried  mixed seafood bucket  fritto misto  pad see ew with crispy pork  pad kee mao with chickenthe food and hospitality were top notch throughout the evening highly recommendedif youre craving or would like to discover authentic thai cuisine check out eat bkk thai with three locations in toronto go ahead treat yourself,Chris C.,5
EAT BKK Thai Kitchen & Bar,293,ordered through uber eats food arrived quickly and it was fresh  delicious portions are very large i had chicken pad thai tons of chicken peanuts separately packed very good,Marilyn M.,4
EAT BKK Thai Kitchen & Bar,293,went here on a sunday and overall would rate the place for the foodwe got the chicken massaman curry beef khao soi andpapaya salad the massaman curry was flavourful had lots of meat in it it was a pretty good curry but id say not my favourite massaman currybeef khao soi was good the flavours were boldpapaya salad was really good as well a little bit tangy due to the fish saucevinegar but still overall really goodthe service was good we were seated right away and food came right away ambiance was pretty cool as they had paintings on the wall and made you feel like you were transported to a restaurant in thailandwe got one thai iced tea as well which was good tasted like regular thai iced tea our bill in total was about  with tax and tip it is a little bit more expensive than wed like to pay for thai food for the taste but would still come back here if we are even in the area and we are craving thai food,Pat R.,4
EAT BKK Thai Kitchen & Bar,293,very hip and down to earth interior has a unique decor and gives off thailandstreet vibes they also have cool mural paintings location is a tad tight with limited seating areas however the food is great if youre craving thai food then this is the place for thai street food style cuisine servers are well trained and quite friendly i highly recommend if youre craving thai,Hannah C.,5
Soya Mandarin Kitchen,45,ive been here twice already and both times ive thoroughly enjoyed my meals homecooking would be the best way to describe their dishes because none of the food tastes overprocessed the variety of dishes on the menu can be a bit overwhelming but i would highly recommend the sweet and sour pork the dim sum dishes eggplant and egg tarts ive never tried egg tarts quite like theirs and they always come piping hot to the table the staff are super friendly and you can tell they care about the customers experience ill definitely be back here again and look forward to introducing more of my friends to this restaurant,Jenny X.,5
Soya Mandarin Kitchen,45,its a small but exquisite place featuring northern chinese cuisines with a few south china dish items on the menu the food was authentic and reminded me of homemandarin veggie trio  very similar to what i had during my high school years eggplant potatoes and green bell peppers chopped in chunks deepfried and then stirfried with the gravy very northern chinese stylemixed veggie braised tofu  this one surprised me the tofu was deepfried and then covered with gravy it was crispy like a snackcrispy pork loin in ginger sauce  had a sweet and sour taste the portion size was good and it was crispy on the outsideshredded pancake  pork  wasnt too happy about this one the shredded pancake was a bit too dry and hard it would have been nice if it had maintained moisture and soaked up the gravy there wasnt much pork in there eitherblack sesame sweet yolk buns  had a lot of salted egg yolk custard inside loved the texturefresh baked egg tart  yummy dessert the tart was flaky and the egg custard was smooththey have quite a good variety of drinks  creative cocktails and nonalcoholic selectionsthe service was wonderful the staff there were very attentive  they introduced us to the menus kept our water glasses filled and provided napkins very nicefood quality creativity consistency  drinks quality variety  ambience interior design cleanliness  service courtesy knowledge timeliness  value quality vs price  ,Jeslyn X.,5
Soya Mandarin Kitchen,45,casual chinese restaurant i came with my boyfriend so he can try peking duck at a smaller portion since they serve half sizes herethe service was slow even though it wasnt too busy the peking duck took quite some time to come out and i wish it came out when it was hot so it would be more crispy the duck was turning cold towards the end of our meal other than that it was good the spicy and sour soup was alright more spicy than sour in my opinion the shrimp hagao was fine but had chewier and thicker skin than other hargow ive had the egg tarts were delicious and is like portuguese style egg tarts but took a really long time to come out after our meal we finished our food ordered dessert and waited another  mins for it this would not be an issue if they told us in advance how long it would take we were about to leave the restaurant without it there was only one other table dining at that time because of the service i am rounding my review from  to  stars not sure if id be back but they seem to have good lunch dealslook out for their yelp check in and reservation freebiesconnect with me on instagram foodiesxto,Whitney Z.,3
Soya Mandarin Kitchen,45,i saw yore food it looks so delicious too me id like to try it someday mmmmmmmmmmmmm,Andy L.,5
Soya Mandarin Kitchen,45,i was really excited to try their food so i decided to go for their lunch special on the weekdaysi ordered the chicken rice and i was quite disappointed  the chicken felt rubbery and oily and the whole plate was so oily as well i expected better since this is one of their popular dishes however value wise it was worth it for how much food youre getting their lunch special also includes a spring roll which i think it was about  altogetherservice was quick and the ambiance was perfect for a friendly catchup nice looking patio too,Angeline T.,3
Soya Mandarin Kitchen,45,local spot that serves up classic asian flavors the hainanese chicken was a bit dry and the scallion sauce couldve used more flavor overall still solid the coconut rice was the highlight of the dish you could eat a plate of just the rice it was that good the custard tart was a bit too buttery to the point where you couldnt taste any other flavors the pastry had an amazing flakiness though overall a solid place to come to when youre craving homey flavors,Connie L.,4
Soya Mandarin Kitchen,45,last month we went downtown and stumbled upon a great restaurant without even doing any research  we were immediately drawn in by the beautiful decoration and lunch specials that caught our eye the prices were also very reasonable we ordered the hainanese chicken rice but it wasnt quite authentic and the chicken was a little dry and roasted tasting however i really enjoyed the seasoned rice we also tried the general tao chicken which tasted more like sweet and sour chicken and wasnt spicy  but their portions were very generous and even included egg tarts spring rolls and salad the spring rolls were crispy and delicious and they even had my favourite  portuguese egg tarts i saved it for last because the crispy flaky crust is my favourite part im sure it would taste even better if i heated it up at home  ive heard that their signature dish is the peking duck but its probably better to order it with a larger group of people im definitely planning to go back and try it next time,Teresa H.,4
Soya Mandarin Kitchen,45,offers a delightful blend of mandarininspired cuisine from classic dishes to innovative creations the flavors are vibrant and satisfying,Ava T.,4
Soya Mandarin Kitchen,45,weve been craving peking duck and decided to try it here we got the half peking duck set and were very impressed by it the duck was delicious and the vegetables were fresh we also got the crispy pork loin in ginger sauce and that was great as well the sauce had tons of flavour without being too sweet or having an overpowering ginger flavour however we found the soup dumplings a little disappointing when we bit into it we didnt really get any soup out of it and the texture wasnt exactly what we hoped for either weve had much better soup dumplings and probably wont order it here againfor dessert we got free egg tarts for making a reservation through yelp the crust was very buttery like puff pastry or croissant dough my partner has tried many egg tarts and said this was the best so that says a lot the staff here was friendly but the service was a bit slower than wed like we waited quite a while for the entrees and then had a lengthy wait at the end just for the egg tarts we loved the peking duck and will probably be here again the next time were craving it,Jake L.,4
Soya Mandarin Kitchen,45,soya is a chinese restaurant in the baldwin village it is a great spot for chinese lunches serving up dishes of all preferencessmoked duck breast app  a good amount of juicy tender duck breast cooked well and seasoned lightly so the smokey flavour came through they provided a i think selfmade hosin sauce that was not of my liking fortunately the duck breast was good on its own hainanese chicken rice  an untraditional take on this dish bone in hainan chicken with sour and spicy soup as opposed to the more traditional chicken broth  the chicken was cooked nicely such that it was tender and juicy the chicken was light on seasoning but came with the ginger scallion oil that was good on the chicken and rice the rice felt unseasoned as traditionally it would come chicken oil rice overall it was good but would only choose this if im looking for a more bland dishbbq pork chop rice  something a bit more impressive was the pork chop with omelette on rice the pork looked and tasted similar to that of a char siu egg was fried nicely to get the crispy edges and runny yolk inside pork was cooked well and did not come out dry  would come back for this after trying the other dishesegg tart  the lunch menu comes with vegetarian spring rolls and an egg tart the egg tart really finishes off the meals and makes me want to come back again the egg tart comes fresh from the oven so that the custard is convex the skin of the tart different from traditional flaky egg tarts whereas they are dry and pasty these egg tarts are super buttery definitely coming back to finish off a meal with thisjubilee tea  a delicious fruit warm tea with hints of peach and pear the price a bit steap for the amount you get but it is worth the first trybutter beer  feels like a root beer float safe yourself the  and get either the alcoholic version or jubilee tea,Aaron A.,5
Soya Mandarin Kitchen,45,i am a xiao long bao xlb enthusiast i only tried their xlb pork  har gow thus my review is quite limited also the order was for take out so excited to find a new place that has xlb on the menu their xlb had thicker skin but had a good amount of soup the size of the meat was appropriate for the room in the pocket the soup was a bit darker and stronger and lacked a depth of flavor yet overall ok note xlb is not their signature itemi also had har gow as i was hungry haha it was better than i expected no previous review about this item found met with whole plumpy shrimps which made me feel that this place knows how to treat seafood tobiko was sprinkled on top  that gave a nice popping texture the skin was not as smooth but did not fall apart and was not too starchy good it is close to my work i may visit here to explore more items,Aiko I.,4
